Year,Split,Kind,Team,ID,Name,Place,Games,Wins,Losses,Win Rate,Kills,Deaths,Assists,KDA,CS,CS per Minute,Gold,Gold per Minute,Kill Part.,Kill Share,Gold Share,Champs Played
2014,spring,regular season,Evil Geniuses,robertxlee,Robert Lee,7,2,0,2,0.0,1.5,3.0,0.5,0.67,243.5,7.9,9.8,318.0,26.7,20.0,23.4,2
2014,spring,regular season,Evil Geniuses,thinkcard,Thomas Slotkin,7,2,0,2,0.0,0.5,4.5,1.5,0.44,92.5,3.0,6.8,219.0,26.7,6.7,16.1,2
2014,spring,regular season,Team Coast,apollo,Apollo Price,6,28,10,18,35.7,3.0,3.0,4.93,2.64,289.25,7.31,13.7,347.0,62.2,23.5,22.7,5
2014,spring,regular season,Team Coast,darshan,Darshan Upadhyaya,6,28,10,18,35.7,3.04,3.07,4.64,2.5,275.61,6.96,13.3,336.0,60.2,23.8,22.0,10
2014,spring,regular season,Team Coast,daydreamin,Miles Hoard,6,28,10,18,35.7,0.82,3.75,7.11,2.11,22.29,0.56,9.2,232.0,62.2,6.4,15.1,6
2014,spring,regular season,Team Coast,nintendudex,Joshua Atkins,6,28,10,18,35.7,1.79,4.11,5.43,1.76,128.07,3.24,10.4,262.0,56.6,14.0,17.1,9
2014,spring,regular season,Team Coast,shiphtur,Danny Le,6,28,10,18,35.7,4.11,1.93,4.54,4.48,301.79,7.62,14.0,353.0,67.8,32.2,23.1,9
2014,spring,regular season,Team Curse,cop,David Roberson,4,28,11,17,39.3,3.21,1.61,5.93,5.69,303.46,7.88,14.2,368.0,71.9,25.3,23.6,5
2014,spring,regular season,Team Curse,iwilldominate,Christian Rivera,4,28,11,17,39.3,2.18,3.21,6.5,2.7,142.79,3.71,11.2,292.0,68.3,17.1,18.7,8
2014,spring,regular season,Team Curse,quas,Diego Ruiz,4,28,11,17,39.3,2.75,2.64,5.04,2.95,250.96,6.51,12.5,325.0,61.2,21.6,20.9,9
2014,spring,regular season,Team Curse,voyboy,Joedat Esfahani,4,28,11,17,39.3,3.68,3.14,5.25,2.84,261.93,6.8,13.0,336.0,70.2,28.9,21.6,13
2014,spring,regular season,Team Curse,bunny fufuu,Michael Kurylo,4,12,6,6,50.0,1.0,3.25,8.92,3.05,20.75,0.51,10.1,249.0,69.6,7.0,15.5,4
2014,spring,regular season,Team Curse,zekent,George Liu,4,8,3,5,37.5,0.88,2.13,5.88,3.18,14.25,0.4,7.8,216.0,63.5,8.2,14.3,4
2014,spring,regular season,Team Curse,saintvicious,Brandon DiMarco,4,8,2,6,25.0,0.75,4.25,7.5,1.94,17.75,0.47,8.8,232.0,66.0,6.0,15.2,4
2014,spring,regular season,Team Dignitas,crumbz,Alberto Rengifo,5,28,12,16,42.9,2.14,3.11,7.14,2.99,136.79,3.68,11.3,305.0,72.0,16.6,18.8,9
2014,spring,regular season,Team Dignitas,cruzer,Cruz Ogden,5,28,12,16,42.9,1.96,2.64,5.68,2.89,236.68,6.38,12.0,324.0,59.3,15.2,20.0,7
2014,spring,regular season,Team Dignitas,imaqtpie,Michael Santana,5,28,12,16,42.9,4.43,2.39,5.0,3.94,305.04,8.22,14.5,392.0,73.1,34.3,24.2,8
2014,spring,regular season,Team Dignitas,kiwikid,Alan Nguyen,5,28,12,16,42.9,1.18,3.25,7.93,2.8,27.46,0.74,9.3,250.0,70.6,9.1,15.4,5
2014,spring,regular season,Team Dignitas,scarra,William Li,5,22,9,13,40.9,2.86,3.23,5.05,2.45,273.14,7.48,12.7,348.0,65.4,23.7,21.6,11
2014,spring,regular season,Team SoloMid,dyrus,Marcus Hill,2,28,22,6,78.6,2.46,1.64,7.89,6.3,259.64,7.36,13.1,373.0,58.2,13.9,20.7,7
2014,spring,regular season,Team SoloMid,theoddone,Brian Wyllie,2,28,22,6,78.6,2.75,2.61,9.14,4.56,121.18,3.43,11.6,328.0,66.9,15.5,18.2,8
2014,spring,regular season,Team SoloMid,xpecial,Alex Chu (朱啓恩),2,28,22,6,78.6,1.18,2.46,10.93,4.91,28.93,0.82,9.5,271.0,68.1,6.6,15.0,4
2014,spring,regular season,Team SoloMid,bjergsen,Søren Bjerg,2,22,17,5,77.3,7.05,1.86,4.73,6.32,300.18,8.25,15.0,413.0,66.6,39.8,23.2,8
2014,spring,regular season,Team SoloMid,reginaid,Andy Dinh,2,6,5,1,83.3,3.33,2.0,9.0,6.17,219.33,7.01,12.1,387.0,67.9,18.3,20.6,4
2014,spring,regular season,XDG Gaming,benny,Benny Hung,7,28,7,21,25.0,1.93,2.79,4.61,2.35,251.21,6.37,12.1,307.0,61.4,18.1,20.7,7
2014,spring,regular season,XDG Gaming,mancloud,Zachary Allan Hoschar,7,28,7,21,25.0,2.64,3.21,3.96,2.06,326.11,8.27,13.8,350.0,62.1,24.8,23.6,12
2014,spring,regular season,XDG Gaming,xmithie,Jake Kevin Puchero,7,28,7,21,25.0,2.71,3.11,4.32,2.26,218.18,5.53,12.3,311.0,66.1,25.5,21.0,10
2014,spring,regular season,XDG Gaming,zuna,Christopher Buechter,7,28,7,21,25.0,2.54,3.61,4.71,2.01,190.75,4.84,11.5,292.0,68.1,23.8,19.7,13
2014,spring,regular season,XDG Gaming,sheep,Jamie Gallagher,7,14,4,10,28.6,0.79,3.93,6.14,1.76,35.07,0.84,9.3,221.0,64.7,7.3,15.0,6
2014,spring,regular season,XDG Gaming,bloodwater,Lyubomir Spasov (Любомир Спасов),7,12,3,9,25.0,0.75,3.58,6.75,2.09,26.0,0.68,8.4,221.0,64.7,6.5,14.7,4
2014,spring,regular season,XDG Gaming,nickwu,Nicholas Wu Smith,7,2,0,2,0.0,1.5,3.5,1.5,0.86,95.5,3.11,7.3,236.0,66.7,33.3,17.8,2
2014,spring,playoffs,Cloud9,balis,An Van Le,1,5,5,0,100.0,4.0,2.0,8.2,6.1,282.8,7.7,14.5,395.0,68.5,22.5,21.3,2
2014,spring,playoffs,Cloud9,hai,Hai Du Lam,1,5,5,0,100.0,3.8,0.4,10.0,34.5,267.0,7.27,14.4,391.0,77.5,21.3,21.1,3
2014,spring,playoffs,Cloud9,lemonnation,Daerek Hart,1,5,5,0,100.0,0.0,1.6,13.8,8.63,26.6,0.72,11.0,299.0,77.5,0.0,16.1,2
2014,spring,playoffs,Cloud9,meteos,William Hartman,1,5,5,0,100.0,5.0,0.6,8.2,22.0,155.4,4.23,12.9,351.0,74.2,28.1,18.9,1
2014,spring,playoffs,Cloud9,sneaky,Zachary Scuderi,1,5,5,0,100.0,5.0,0.8,8.8,17.25,317.2,8.64,15.3,417.0,77.5,28.1,22.5,3
2014,spring,playoffs,CLG,aphromoo,Zaqueri Black,3,7,5,2,71.4,0.29,1.86,8.71,4.85,27.86,0.89,8.4,266.0,77.8,2.5,15.5,5
2014,spring,playoffs,CLG,dexter,Marcel Feldkamp,3,7,5,2,71.4,2.57,2.43,4.71,3.0,115.29,3.67,9.9,316.0,63.0,22.2,18.4,4
2014,spring,playoffs,CLG,doublelift,"Yiliang ""Peter"" Peng",3,7,5,2,71.4,3.86,1.43,5.14,6.3,264.57,8.42,12.6,402.0,77.8,33.3,23.4,4
2014,spring,playoffs,CLG,link,Austin Shin,3,7,5,2,71.4,2.57,1.71,6.71,5.42,234.14,7.45,11.7,373.0,80.2,22.2,21.7,6
2014,spring,playoffs,CLG,nien,Zachary Malhas,3,7,5,2,71.4,2.29,1.71,6.29,5.0,216.57,6.89,11.3,360.0,74.1,19.8,21.0,3
2014,spring,playoffs,Team Coast,apollo,Apollo Price,6,5,1,4,20.0,2.4,1.8,4.2,3.67,230.0,6.48,11.2,317.0,70.2,25.5,22.4,4
2014,spring,playoffs,Team Coast,darshan,Darshan Upadhyaya,6,5,1,4,20.0,2.6,2.8,3.2,2.07,206.6,5.82,10.6,298.0,61.7,27.7,21.1,2
2014,spring,playoffs,Team Coast,daydreamin,Miles Hoard,6,5,1,4,20.0,0.6,4.2,6.2,1.62,21.6,0.61,7.9,223.0,72.3,6.4,15.8,2
2014,spring,playoffs,Team Coast,nintendudex,Joshua Atkins,6,5,1,4,20.0,1.0,2.4,4.6,2.33,99.6,2.81,8.6,241.0,59.6,10.6,17.1,3
2014,spring,playoffs,Team Coast,shiphtur,Danny Le,6,5,1,4,20.0,2.8,1.2,5.0,6.5,267.6,7.54,11.9,336.0,83.0,29.8,23.8,4
2014,spring,playoffs,Team Curse,bunny fufuu,Michael Kurylo,4,7,2,5,28.6,0.29,2.57,7.43,3.0,35.0,1.06,7.9,239.0,66.7,2.5,15.4,3
2014,spring,playoffs,Team Curse,cop,David Roberson,4,7,2,5,28.6,3.0,1.29,4.71,6.0,238.71,7.25,11.4,345.0,66.7,25.9,22.2,4
2014,spring,playoffs,Team Curse,iwilldominate,Christian Rivera,4,7,2,5,28.6,2.43,4.43,4.86,1.65,129.71,3.94,9.7,294.0,63.0,21.0,18.9,3
2014,spring,playoffs,Team Curse,quas,Diego Ruiz,4,7,2,5,28.6,3.43,2.57,5.71,3.56,229.0,6.95,11.4,346.0,79.0,29.6,22.3,3
2014,spring,playoffs,Team Curse,voyboy,Joedat Esfahani,4,7,2,5,28.6,2.43,2.71,7.14,3.53,215.86,6.55,10.9,330.0,82.7,21.0,21.2,4
2014,spring,playoffs,Team Dignitas,crumbz,Alberto Rengifo,5,6,3,3,50.0,2.17,2.5,5.33,3.0,145.33,4.2,11.1,319.0,71.4,20.6,19.4,4
2014,spring,playoffs,Team Dignitas,cruzer,Cruz Ogden,5,6,3,3,50.0,2.33,1.83,5.17,4.09,224.33,6.48,11.7,336.0,71.4,22.2,20.5,3
2014,spring,playoffs,Team Dignitas,imaqtpie,Michael Santana,5,6,3,3,50.0,3.67,1.67,5.0,5.2,282.5,8.15,13.6,394.0,82.5,34.9,24.0,3
2014,spring,playoffs,Team Dignitas,kiwikid,Alan Nguyen,5,6,3,3,50.0,0.83,3.83,7.17,2.09,28.0,0.81,8.6,247.0,76.2,7.9,15.0,3
2014,spring,playoffs,Team Dignitas,scarra,William Li,5,6,3,3,50.0,1.5,2.83,7.17,3.06,240.0,6.93,12.0,347.0,82.5,14.3,21.1,3
2014,spring,playoffs,Team SoloMid,bjergsen,Søren Bjerg,2,6,2,4,33.3,2.17,1.67,2.33,2.7,266.33,7.86,11.6,342.0,73.0,35.1,22.5,3
2014,spring,playoffs,Team SoloMid,dyrus,Marcus Hill,2,6,2,4,33.3,1.33,3.0,3.5,1.61,266.83,7.87,11.6,342.0,78.4,21.6,22.5,3
2014,spring,playoffs,Team SoloMid,theoddone,Brian Wyllie,2,6,2,4,33.3,1.17,2.83,2.83,1.41,124.33,3.67,9.2,270.0,64.9,18.9,17.8,4
2014,spring,playoffs,Team SoloMid,xpecial,Alex Chu (朱啓恩),2,6,2,4,33.3,0.0,2.67,3.33,1.25,33.0,0.97,7.1,209.0,54.1,0.0,13.8,4
2014,summer,regular season,Cloud9,balis,An Van Le,2,28,18,10,64.3,2.0,1.93,4.71,3.48,292.46,7.57,13.8,357.0,55.3,16.5,21.0,9
2014,summer,regular season,Cloud9,hai,Hai Du Lam,2,28,18,10,64.3,3.5,3.0,5.5,3.0,319.54,8.27,14.9,386.0,74.1,28.8,22.7,13
2014,summer,regular season,Cloud9,lemonnation,Daerek Hart,2,28,18,10,64.3,0.71,2.61,8.0,3.34,30.04,0.78,10.0,258.0,71.8,5.9,15.2,6
2014,summer,regular season,Cloud9,meteos,William Hartman,2,28,18,10,64.3,1.89,1.82,6.14,4.41,145.57,3.77,11.8,305.0,66.2,15.6,18.0,6
2014,summer,regular season,Cloud9,sneaky,Zachary Scuderi,2,28,18,10,64.3,4.04,1.54,4.54,5.58,315.57,8.17,15.0,389.0,70.6,33.2,23.0,7
2014,summer,regular season,compLexity Gaming,bubbadub,Royce Newcomb,7,28,10,18,35.7,0.64,3.07,6.11,2.2,31.64,0.77,9.8,239.0,70.0,6.7,15.2,7
2014,summer,regular season,compLexity Gaming,robertxlee,Robert Lee,7,28,10,18,35.7,3.0,2.82,3.68,2.37,376.43,9.15,15.8,384.0,69.3,31.1,24.4,6
2014,summer,regular season,compLexity Gaming,westrice,Jonathan Nguyen,7,28,10,18,35.7,1.89,3.64,4.36,1.72,312.11,7.59,14.1,344.0,64.8,19.6,21.9,12
2014,summer,regular season,compLexity Gaming,pr0lly,Neil Hammad,7,26,10,16,38.5,2.38,3.54,4.12,1.84,317.69,7.59,14.3,342.0,64.8,23.8,21.6,9
2014,summer,regular season,compLexity Gaming,kez,Kevin Jeon (전재형),7,22,9,13,40.9,1.86,2.45,5.36,2.94,124.91,2.89,11.7,270.0,68.8,17.7,16.9,5
2014,summer,regular season,compLexity Gaming,brokenshard,Ram Djemal,7,6,1,5,16.7,1.5,4.17,3.17,1.12,90.5,2.71,8.1,241.0,71.8,23.1,16.8,3
2014,summer,regular season,compLexity Gaming,mancloud,Zachary Allan Hoschar,7,2,0,2,0.0,1.5,1.5,1.5,2.0,239.0,7.45,10.2,318.0,66.7,33.3,22.5,1
2014,summer,regular season,CLG,aphromoo,Zaqueri Black,6,24,13,11,54.2,0.63,2.33,8.17,3.77,28.63,0.82,8.8,253.0,71.3,5.1,15.3,6
2014,summer,regular season,CLG,dexter,Marcel Feldkamp,6,24,13,11,54.2,2.17,2.25,6.0,3.63,118.79,3.42,10.2,293.0,66.2,17.6,17.7,7
2014,summer,regular season,CLG,doublelift,"Yiliang ""Peter"" Peng",6,24,13,11,54.2,5.33,2.33,4.29,4.13,298.42,8.59,14.1,405.0,78.0,43.2,24.5,7
2014,summer,regular season,CLG,link,Austin Shin,6,24,13,11,54.2,2.71,1.83,5.83,4.66,290.96,8.38,13.1,378.0,69.3,22.0,22.9,10
2014,summer,regular season,CLG,seraph,Shin Woo-yeong (신우영),6,24,13,11,54.2,1.5,2.83,5.17,2.35,228.25,6.57,11.3,325.0,54.1,12.2,19.6,9
2014,summer,regular season,CLG,big,Terry Chuong,6,4,0,4,0.0,0.0,4.25,6.5,1.53,44.75,1.04,8.8,205.0,57.8,0.0,14.3,2
2014,summer,regular season,CLG,chaox,Shan Huang,6,4,0,4,0.0,3.0,3.25,4.0,2.15,353.25,8.17,14.8,342.0,62.2,26.7,23.9,3
2014,summer,regular season,CLG,hotshotgg,George Georgallidis,6,4,0,4,0.0,3.75,1.75,3.25,4.0,299.25,6.92,13.4,311.0,62.2,33.3,21.8,3
2014,summer,regular season,CLG,nien,Zachary Malhas,6,4,0,4,0.0,2.25,4.75,6.0,1.74,313.0,7.24,13.8,318.0,73.3,20.0,22.3,4
2014,summer,regular season,CLG,thinkcard,Thomas Slotkin,6,4,0,4,0.0,2.25,4.0,6.0,2.06,117.25,2.71,10.9,252.0,73.3,20.0,17.6,2
2014,summer,regular season,Evil Geniuses,boris,Mitch Voorspoels,7,28,11,17,39.3,0.71,2.82,7.68,2.97,30.5,0.78,9.2,237.0,72.5,6.2,14.8,5
2014,summer,regular season,Evil Geniuses,innox,Tyson Kapler,7,28,11,17,39.3,1.89,2.61,4.96,2.63,275.96,7.06,13.0,332.0,59.3,16.4,20.8,14
2014,summer,regular season,Evil Geniuses,altec,Johnny Ru,7,27,11,16,40.7,4.93,1.44,3.63,5.92,341.04,8.69,15.3,390.0,73.6,42.4,24.4,6
2014,summer,regular season,Evil Geniuses,helios,Shin Dong-jin (신동진),7,20,9,11,45.0,1.35,2.75,6.15,2.73,113.35,2.82,10.5,262.0,64.9,11.7,16.2,6
2014,summer,regular season,Evil Geniuses,snoopeh,Stephen Ellis,7,8,2,6,25.0,1.25,1.88,6.63,4.2,106.75,2.95,9.5,264.0,67.7,10.8,17.0,5
2014,summer,regular season,Evil Geniuses,yellowpete,Peter Wüppen,7,1,0,1,0.0,2.0,4.0,4.0,1.5,244.0,7.05,10.8,312.0,60.0,20.0,22.2,1
2014,summer,regular season,LMQ,godlike,Xiao Wang (肖旺),3,28,18,10,64.3,2.21,2.68,6.61,3.29,272.18,7.2,13.4,354.0,61.8,15.5,20.8,8
2014,summer,regular season,LMQ,mor,Zhang Hong-Wei (张宏伟),3,28,18,10,64.3,0.71,3.36,9.71,3.11,27.57,0.73,9.6,253.0,73.0,5.0,14.9,7
2014,summer,regular season,LMQ,noname,Zhou Qi-Lin (周祺琳),3,28,18,10,64.3,2.29,2.82,7.46,3.46,110.71,2.93,11.0,290.0,68.3,16.0,17.1,7
2014,summer,regular season,LMQ,vasilii,Li Wei-Jun (李威俊),3,28,18,10,64.3,5.0,1.89,5.14,5.36,296.18,7.83,14.6,386.0,71.0,35.0,22.7,8
2014,summer,regular season,LMQ,xiaoweixiao,Yu Xian (余显),3,28,18,10,64.3,4.07,2.21,5.79,4.45,363.82,9.62,15.8,419.0,69.0,28.5,24.6,14
2014,summer,regular season,Team Curse,cop,David Roberson,4,28,13,15,46.4,4.39,1.61,4.89,5.78,334.96,8.18,15.4,377.0,73.2,34.6,23.3,7
2014,summer,regular season,Team Curse,iwilldominate,Christian Rivera,4,28,13,15,46.4,2.11,2.61,7.14,3.55,136.43,3.33,11.6,283.0,73.0,16.6,17.5,7
2014,summer,regular season,Team Curse,quas,Diego Ruiz,4,28,13,15,46.4,2.18,1.89,6.5,4.58,306.32,7.48,14.3,350.0,68.5,17.2,21.7,8
2014,summer,regular season,Team Curse,voyboy,Joedat Esfahani,4,28,13,15,46.4,3.54,2.57,6.07,3.74,341.54,8.34,15.2,372.0,75.8,27.9,23.0,12
2014,summer,regular season,Team Curse,xpecial,Alex Chu (朱啓恩),4,28,13,15,46.4,0.46,2.68,8.61,3.39,44.04,1.08,9.6,234.0,71.5,3.7,14.5,7
2014,summer,regular season,Team Dignitas,crumbz,Alberto Rengifo,5,28,13,15,46.4,1.11,2.68,5.61,2.51,118.68,3.07,10.8,279.0,60.8,10.0,17.1,6
2014,summer,regular season,Team Dignitas,darshan,Darshan Upadhyaya,5,28,13,15,46.4,2.5,1.79,3.75,3.5,280.93,7.26,13.5,349.0,56.6,22.7,21.5,10
2014,summer,regular season,Team Dignitas,imaqtpie,Michael Santana,5,28,13,15,46.4,2.79,1.89,4.75,3.98,319.64,8.26,14.7,379.0,68.3,25.2,23.3,8
2014,summer,regular season,Team Dignitas,kiwikid,Alan Nguyen,5,28,13,15,46.4,0.79,3.0,7.36,2.71,34.04,0.88,9.4,243.0,73.8,7.1,15.0,6
2014,summer,regular season,Team Dignitas,shiphtur,Danny Le,5,28,13,15,46.4,3.86,1.07,3.89,7.23,324.64,8.39,14.5,375.0,70.2,35.0,23.1,10
2014,summer,regular season,Team SoloMid,amazing,Maurice Stückenschneider,1,28,16,12,57.1,2.18,1.89,6.86,4.77,125.79,3.17,11.4,288.0,77.4,18.7,17.5,7
2014,summer,regular season,Team SoloMid,bjergsen,Søren Bjerg,1,28,16,12,57.1,3.36,1.68,5.5,5.28,350.79,8.83,15.4,388.0,75.8,28.7,23.5,12
2014,summer,regular season,Team SoloMid,dyrus,Marcus Hill,1,28,16,12,57.1,1.64,2.18,5.18,3.13,300.32,7.56,13.8,348.0,58.4,14.1,21.1,6
2014,summer,regular season,Team SoloMid,gleeb,Nicolas Haddad,1,22,13,9,59.1,0.73,2.09,8.64,4.48,24.77,0.61,9.8,243.0,76.0,5.9,14.6,6
2014,summer,regular season,Team SoloMid,lustboy,Ham Jang-sik (함장식),1,6,3,3,50.0,0.17,2.5,6.67,2.73,19.67,0.53,8.8,240.0,73.2,1.8,15.0,4
2014,summer,playoffs,Cloud9,balis,An Van Le,2,8,5,3,62.5,1.5,1.5,5.88,4.92,216.63,6.61,11.4,347.0,58.4,11.9,20.3,4
2014,summer,playoffs,Cloud9,hai,Hai Du Lam,2,8,5,3,62.5,4.0,3.0,5.5,3.17,277.13,8.46,13.4,408.0,75.2,31.7,23.8,3
2014,summer,playoffs,Cloud9,lemonnation,Daerek Hart,2,8,5,3,62.5,0.5,1.5,9.0,6.33,30.5,0.93,8.6,263.0,75.2,4.0,15.4,4
2014,summer,playoffs,Cloud9,meteos,William Hartman,2,8,5,3,62.5,2.38,1.13,5.5,7.0,125.13,3.82,10.5,320.0,62.4,18.8,18.7,3
2014,summer,playoffs,Cloud9,sneaky,Zachary Scuderi,2,8,5,3,62.5,4.25,1.0,3.88,8.13,265.75,8.11,13.1,401.0,64.4,33.7,23.4,3
2014,summer,playoffs,CLG,aphromoo,Zaqueri Black,6,7,1,6,14.3,0.71,3.14,6.0,2.14,32.0,0.86,8.3,223.0,69.1,7.4,14.4,5
2014,summer,playoffs,CLG,dexter,Marcel Feldkamp,6,7,1,6,14.3,1.14,2.71,5.71,2.53,113.71,3.06,10.1,273.0,70.6,11.8,17.7,3
2014,summer,playoffs,CLG,doublelift,"Yiliang ""Peter"" Peng",6,7,1,6,14.3,4.43,2.14,3.14,3.53,320.0,8.6,14.4,388.0,77.9,45.6,25.1,5
2014,summer,playoffs,CLG,link,Austin Shin,6,7,1,6,14.3,2.43,2.71,3.71,2.26,308.29,8.29,13.3,357.0,63.2,25.0,23.2,5
2014,summer,playoffs,CLG,seraph,Shin Woo-yeong (신우영),6,7,1,6,14.3,1.0,3.29,5.0,1.83,224.86,6.04,11.4,307.0,61.8,10.3,19.9,4
2014,summer,playoffs,LMQ,godlike,Xiao Wang (肖旺),3,10,5,5,50.0,1.9,3.6,9.1,3.06,211.1,6.44,11.3,345.0,75.9,13.1,20.2,3
2014,summer,playoffs,LMQ,mor,Zhang Hong-Wei (张宏伟),3,10,5,5,50.0,0.8,3.1,10.7,3.71,25.2,0.77,8.3,253.0,79.3,5.5,14.8,5
2014,summer,playoffs,LMQ,noname,Zhou Qi-Lin (周祺琳),3,10,5,5,50.0,3.5,3.6,5.9,2.61,104.0,3.17,9.9,302.0,64.8,24.1,17.7,3
2014,summer,playoffs,LMQ,vasilii,Li Wei-Jun (李威俊),3,10,5,5,50.0,4.7,2.0,5.9,5.3,266.0,8.11,13.1,399.0,73.1,32.4,23.4,5
2014,summer,playoffs,LMQ,xiaoweixiao,Yu Xian (余显),3,10,5,5,50.0,3.6,2.8,6.4,3.57,303.3,9.25,13.3,406.0,69.0,24.8,23.8,4
2014,summer,playoffs,Team Curse,cop,David Roberson,4,11,5,6,45.5,4.82,2.09,3.27,3.87,247.27,8.0,11.8,382.0,75.4,44.9,23.7,4
2014,summer,playoffs,Team Curse,iwilldominate,Christian Rivera,4,11,5,6,45.5,1.36,3.55,6.18,2.13,106.55,3.45,9.0,291.0,70.3,12.7,18.0,4
2014,summer,playoffs,Team Curse,quas,Diego Ruiz,4,11,5,6,45.5,2.0,2.45,5.64,3.11,209.82,6.78,10.5,338.0,71.2,18.6,21.0,4
2014,summer,playoffs,Team Curse,voyboy,Joedat Esfahani,4,11,5,6,45.5,2.36,3.55,5.82,2.31,251.45,8.13,11.5,370.0,76.3,22.0,23.0,4
2014,summer,playoffs,Team Curse,xpecial,Alex Chu (朱啓恩),4,11,5,6,45.5,0.18,3.91,7.82,2.05,20.91,0.68,7.3,235.0,74.6,1.7,14.6,5
2014,summer,playoffs,Team Dignitas,crumbz,Alberto Rengifo,5,8,4,4,50.0,1.13,3.63,6.25,2.03,150.13,3.32,12.8,282.0,64.8,9.9,18.0,4
2014,summer,playoffs,Team Dignitas,darshan,Darshan Upadhyaya,5,8,4,4,50.0,1.88,1.75,3.75,3.21,284.63,6.3,14.4,318.0,49.5,16.5,20.2,5
2014,summer,playoffs,Team Dignitas,imaqtpie,Michael Santana,5,8,4,4,50.0,3.88,2.13,4.0,3.71,360.25,7.97,17.1,379.0,69.2,34.1,24.1,4
2014,summer,playoffs,Team Dignitas,kiwikid,Alan Nguyen,5,8,4,4,50.0,0.5,4.13,7.25,1.88,32.63,0.72,10.0,221.0,68.1,4.4,14.1,3
2014,summer,playoffs,Team Dignitas,shiphtur,Danny Le,5,8,4,4,50.0,4.0,1.25,4.0,6.4,406.88,9.0,17.4,385.0,70.3,35.2,24.5,5
2014,summer,playoffs,Team SoloMid,amazing,Maurice Stückenschneider,1,14,9,5,64.3,2.14,1.93,8.86,5.7,125.29,3.08,11.7,288.0,75.5,14.7,17.4,4
2014,summer,playoffs,Team SoloMid,bjergsen,Søren Bjerg,1,14,9,5,64.3,4.71,1.71,6.86,6.75,349.36,8.6,15.6,385.0,79.4,32.4,23.3,4
2014,summer,playoffs,Team SoloMid,dyrus,Marcus Hill,1,14,9,5,64.3,1.79,2.64,7.36,3.46,287.07,7.07,13.9,341.0,62.7,12.3,20.6,5
2014,summer,playoffs,Team SoloMid,lustboy,Ham Jang-sik (함장식),1,14,9,5,64.3,0.79,1.64,10.86,7.09,21.36,0.53,9.9,244.0,79.9,5.4,14.8,4
2015,spring,regular season,Cloud9,balis,An Van Le,2,19,13,6,68.4,1.63,2.37,6.47,3.42,242.47,6.58,12.3,333.0,66.1,13.3,19.6,8
2015,spring,regular season,Cloud9,hai,Hai Du Lam,2,19,13,6,68.4,2.89,2.21,5.95,4.0,275.95,7.49,13.4,364.0,72.1,23.6,21.5,9
2015,spring,regular season,Cloud9,lemonnation,Daerek Hart,2,19,13,6,68.4,1.05,2.0,8.16,4.61,29.79,0.81,8.8,239.0,75.1,8.6,14.1,7
2015,spring,regular season,Cloud9,meteos,William Hartman,2,19,13,6,68.4,2.0,1.58,7.42,5.97,149.42,4.05,12.6,342.0,76.8,16.3,20.2,7
2015,spring,regular season,Cloud9,sneaky,Zachary Scuderi,2,19,13,6,68.4,4.68,1.32,4.74,7.16,330.42,8.96,15.4,419.0,76.8,38.2,24.7,7
2015,spring,regular season,CLG,aphromoo,Zaqueri Black,5,19,12,7,63.2,0.89,2.32,9.68,4.57,28.89,0.78,8.9,241.0,77.6,6.6,14.4,7
2015,spring,regular season,CLG,doublelift,"Yiliang ""Peter"" Peng",5,19,12,7,63.2,3.95,1.95,5.74,4.97,346.11,9.36,15.6,422.0,71.0,29.0,25.2,7
2015,spring,regular season,CLG,link,Austin Shin,5,19,12,7,63.2,4.79,2.26,5.47,4.53,278.05,7.52,13.9,376.0,75.3,35.1,22.4,9
2015,spring,regular season,CLG,xmithie,Jake Kevin Puchero,5,19,12,7,63.2,1.74,2.53,7.63,3.71,137.0,3.71,11.8,318.0,68.7,12.7,19.0,7
2015,spring,regular season,CLG,darshan,Darshan Upadhyaya,5,17,11,6,64.7,2.18,2.06,6.76,4.34,209.18,5.69,11.8,320.0,67.6,16.4,19.0,9
2015,spring,regular season,CLG,benny,Benny Hung,5,2,1,1,50.0,3.0,3.0,10.0,4.33,200.0,5.2,12.3,319.0,76.5,17.6,19.4,2
2015,spring,regular season,Gravity,bunny fufuu,Michael Kurylo,5,18,10,8,55.6,0.83,2.06,9.33,4.95,25.83,0.65,9.1,227.0,75.3,6.2,13.9,5
2015,spring,regular season,Gravity,cop,David Roberson,5,18,10,8,55.6,5.5,1.78,4.72,5.75,366.33,9.19,16.5,415.0,75.7,40.7,25.5,5
2015,spring,regular season,Gravity,hauntzer,Kevin Yarnell,5,18,10,8,55.6,2.5,2.44,7.28,4.0,257.5,6.46,13.1,328.0,72.4,18.5,20.1,10
2015,spring,regular season,Gravity,saintvicious,Brandon DiMarco,5,18,10,8,55.6,1.22,3.39,8.67,2.92,131.28,3.29,12.1,302.0,73.3,9.1,18.5,7
2015,spring,regular season,Team 8,calitrlolz,Steven Kim,7,19,9,10,47.4,3.42,3.58,5.21,2.41,256.42,6.55,13.2,338.0,63.1,25.0,21.2,11
2015,spring,regular season,Team 8,dodo,Kang Jun-hyeok (강준혁),7,19,9,10,47.4,0.47,3.74,8.58,2.42,30.74,0.79,8.8,224.0,66.2,3.5,14.0,6
2015,spring,regular season,Team 8,maplestreet,Ainslie Wyllie,7,19,9,10,47.4,3.42,2.32,4.95,3.61,301.32,7.7,14.2,364.0,61.2,25.0,22.8,5
