Year,Split,Kind,Team,ID,Name,Place,Games,Wins,Losses,Win Rate,Kills,Deaths,Assists,KDA,CS,CS per Minute,Gold,Gold per Minute,Kill Part.,Kill Share,Gold Share,Champs Played
2015,spring,regular season,Team 8,porpoise,Braeden Schwark,7,19,9,10,47.4,2.47,2.42,7.68,4.2,127.32,3.25,11.9,304.0,74.2,18.1,19.0,5
2015,spring,regular season,Team 8,slooshi,Andrew Pham,7,19,9,10,47.4,3.89,3.53,5.42,2.64,312.47,7.99,14.4,368.0,68.1,28.5,23.0,8
2015,spring,regular season,Team Coast,cris,Cristian Rosales,7,18,1,17,5.6,1.67,4.17,3.78,1.31,239.83,6.57,11.1,304.0,66.2,20.3,21.0,8
2015,spring,regular season,Team Coast,mash,Brandon Phan,7,18,1,17,5.6,2.44,1.5,3.22,3.78,306.33,8.39,13.0,356.0,68.9,29.7,24.5,9
2015,spring,regular season,Team Coast,impaler,Matthew Taylor,7,14,1,13,7.1,1.79,3.21,4.93,2.09,108.43,2.92,10.0,269.0,77.0,20.5,18.4,4
2015,spring,regular season,Team Coast,sheep,Jamie Gallagher,7,14,1,13,7.1,0.57,2.71,6.36,2.55,23.29,0.63,7.6,204.0,79.5,6.6,13.9,6
2015,spring,regular season,Team Coast,mancloud,Zachary Allan Hoschar,7,10,0,10,0.0,1.6,3.8,2.0,0.95,262.8,7.71,10.9,320.0,63.2,28.1,23.1,9
2015,spring,regular season,Team Coast,jesiz,Jesse Le,7,8,1,7,12.5,2.38,2.63,4.5,2.62,290.38,7.34,13.1,330.0,60.4,20.9,21.7,4
2015,spring,regular season,Team Coast,kwon,Kevin Kwon (권구혁),7,4,0,4,0.0,0.25,4.0,4.75,1.25,25.0,0.73,6.5,189.0,76.9,3.8,13.6,4
2015,spring,regular season,Team Coast,wtheaven,Dillon Stayner,7,4,0,4,0.0,1.25,3.0,2.75,1.33,89.5,2.62,8.4,245.0,61.5,19.2,17.7,2
2015,spring,regular season,Team Dignitas,corejj,Jo Yong-in (조용인),7,18,6,12,33.3,3.0,2.33,3.78,2.9,324.5,8.44,14.2,368.0,67.8,30.0,24.6,7
2015,spring,regular season,Team Dignitas,gamsu,Noh Yeong-jin (노영진),7,18,6,12,33.3,2.0,2.39,4.33,2.65,261.11,6.79,12.3,319.0,63.3,20.0,21.3,12
2015,spring,regular season,Team Dignitas,kiwikid,Alan Nguyen,7,18,6,12,33.3,0.89,2.61,5.94,2.62,21.22,0.55,8.0,209.0,68.3,8.9,13.9,5
2015,spring,regular season,Team Dignitas,shiphtur,Danny Le,7,18,6,12,33.3,3.28,2.0,3.39,3.33,293.06,7.62,13.1,342.0,66.7,32.8,22.8,8
2015,spring,regular season,Team Dignitas,azingy,Andrew Zamarripa,7,8,2,6,25.0,1.13,3.38,4.0,1.52,105.88,2.66,10.2,256.0,52.6,11.5,17.1,4
2015,spring,regular season,Team Dignitas,cloudnguyen,Stephen Nguyen,7,6,3,3,50.0,0.83,4.67,8.5,2.0,115.5,3.12,10.7,289.0,67.5,6.0,18.1,4
2015,spring,regular season,Team Dignitas,crumbz,Alberto Rengifo,7,4,1,3,25.0,0.25,3.75,2.5,0.73,102.0,2.68,8.9,236.0,57.9,5.3,17.2,3
2015,spring,regular season,Team Impulse,adrian,Adrian Ma,4,18,11,7,61.1,0.61,2.83,9.56,3.59,30.33,0.82,8.8,238.0,70.4,4.2,14.1,6
2015,spring,regular season,Team Impulse,apollo,Apollo Price,4,18,11,7,61.1,5.0,1.67,5.11,6.07,296.5,8.06,14.3,388.0,70.0,34.6,23.0,5
2015,spring,regular season,Team Impulse,rush,Lee Yoon-jae (이윤재),4,18,11,7,61.1,2.39,3.17,8.17,3.33,124.0,3.37,11.7,319.0,73.1,16.5,18.9,5
2015,spring,regular season,Team Impulse,xiaoweixiao,Yu Xian (余显),4,18,11,7,61.1,3.89,2.17,4.67,3.95,346.78,9.42,14.9,404.0,59.2,26.9,24.0,10
2015,spring,regular season,Team Impulse,impact,Jung Eon-yeong (정언영),4,16,10,6,62.5,2.5,2.88,8.38,3.78,237.63,6.35,12.6,336.0,71.9,16.5,19.8,8
2015,spring,regular season,Team Impulse,rhux,Keenan Santos,4,2,1,1,50.0,3.0,1.5,3.0,4.0,226.0,7.05,11.2,348.0,66.7,33.3,21.9,2
2015,spring,regular season,Team Liquid,fenix,Kim Jae-hun (김재훈),3,19,10,9,52.6,3.47,3.05,5.32,2.88,340.26,8.56,14.8,373.0,66.5,26.3,23.1,9
2015,spring,regular season,Team Liquid,iwilldominate,Christian Rivera,3,19,10,9,52.6,1.89,2.74,7.89,3.58,134.26,3.38,12.1,305.0,74.1,14.3,18.8,5
2015,spring,regular season,Team Liquid,quas,Diego Ruiz,3,19,10,9,52.6,2.68,2.74,6.11,3.21,249.58,6.28,12.9,324.0,66.5,20.3,20.0,13
2015,spring,regular season,Team Liquid,xpecial,Alex Chu (朱啓恩),3,19,10,9,52.6,0.74,2.95,8.79,3.23,30.21,0.76,9.1,228.0,72.1,5.6,14.1,6
2015,spring,regular season,Team Liquid,keith,Yuri Jew,3,6,5,1,83.3,7.33,1.83,7.0,7.82,351.5,8.18,17.9,416.0,76.1,38.9,24.1,4
2015,spring,regular season,Team SoloMid,bjergsen,Søren Bjerg,1,18,13,5,72.2,5.11,1.72,6.56,6.77,325.11,8.6,15.2,402.0,76.4,33.5,23.2,8
2015,spring,regular season,Team SoloMid,dyrus,Marcus Hill,1,18,13,5,72.2,1.5,3.17,6.56,2.54,265.28,7.02,12.8,339.0,52.7,9.8,19.6,9
2015,spring,regular season,Team SoloMid,lustboy,Ham Jang-sik (함장식),1,18,13,5,72.2,0.61,1.83,11.39,6.55,21.22,0.56,9.3,247.0,78.5,4.0,14.2,6
2015,spring,regular season,Team SoloMid,santorin,Lucas Tao Kilmer Larsen,1,18,13,5,72.2,2.06,1.72,9.39,6.65,135.0,3.57,12.2,323.0,74.9,13.5,18.6,7
2015,spring,regular season,Winterfox,altec,Johnny Ru,7,18,7,11,38.9,4.44,2.44,5.78,4.18,297.78,7.91,14.3,381.0,77.6,33.8,24.3,9
2015,spring,regular season,Winterfox,avalon,Shin Dong-hyeon (신동현),7,16,6,10,37.5,1.81,3.38,6.75,2.54,221.69,5.92,11.4,304.0,65.9,13.9,19.6,7
2015,spring,regular season,Winterfox,helios,Shin Dong-jin (신동진),7,16,6,10,37.5,2.69,3.0,6.94,3.21,97.75,2.61,10.4,279.0,74.0,20.7,17.9,8
2015,spring,regular season,Winterfox,gleeb,Nicolas Haddad,7,12,6,6,50.0,0.58,2.33,11.42,5.14,23.5,0.63,8.7,235.0,78.7,3.8,14.5,7
2015,spring,regular season,Winterfox,yolo,Jang Hyeon-su (장현수),7,4,1,3,25.0,0.5,3.5,5.25,1.64,13.5,0.38,7.1,199.0,85.2,7.4,13.8,3
2015,spring,regular season,Winterfox,aetheres,Cuong Ta,7,2,1,1,50.0,1.5,3.0,5.5,2.33,269.5,6.92,12.9,332.0,48.3,10.3,19.9,1
2015,spring,regular season,Winterfox,shorterace,Ryan Nget,7,2,1,1,50.0,0.5,5.0,9.0,1.9,92.0,2.36,10.4,268.0,65.5,3.4,16.1,2
2015,spring,regular season,Winterfox,paragon,Choi Hyun-il (최현일),7,2,0,2,0.0,2.5,3.5,8.0,3.0,367.5,8.19,16.3,363.0,77.8,18.5,23.9,1
2015,spring,playoffs,Cloud9,balis,An Van Le,2,9,4,5,44.4,2.0,2.44,4.89,2.82,244.89,6.73,11.7,322.0,71.3,20.7,20.2,4
2015,spring,playoffs,Cloud9,hai,Hai Du Lam,2,9,4,5,44.4,2.44,3.33,3.89,1.9,274.44,7.54,12.5,343.0,65.5,25.3,21.6,5
2015,spring,playoffs,Cloud9,lemonnation,Daerek Hart,2,9,4,5,44.4,0.56,3.22,7.11,2.38,41.22,1.13,8.0,221.0,79.3,5.7,13.9,3
2015,spring,playoffs,Cloud9,meteos,William Hartman,2,9,4,5,44.4,0.67,2.11,6.89,3.58,139.22,3.82,11.2,308.0,78.2,6.9,19.4,3
2015,spring,playoffs,Cloud9,sneaky,Zachary Scuderi,2,9,4,5,44.4,4.0,2.11,4.0,3.79,320.33,8.8,14.5,399.0,82.8,41.4,25.1,3
2015,spring,playoffs,CLG,aphromoo,Zaqueri Black,5,3,0,3,0.0,1.33,4.67,4.67,1.29,42.67,1.2,7.3,206.0,66.7,14.8,13.7,2
2015,spring,playoffs,CLG,darshan,Darshan Upadhyaya,5,3,0,3,0.0,1.67,4.33,3.67,1.23,224.33,6.32,10.6,299.0,59.3,18.5,19.9,2
2015,spring,playoffs,CLG,doublelift,"Yiliang ""Peter"" Peng",5,3,0,3,0.0,2.67,3.67,3.33,1.64,314.33,8.86,13.7,386.0,66.7,29.6,25.8,2
2015,spring,playoffs,CLG,link,Austin Shin,5,3,0,3,0.0,2.0,5.0,4.33,1.27,252.67,7.12,11.9,334.0,70.4,22.2,22.3,3
2015,spring,playoffs,CLG,xmithie,Jake Kevin Puchero,5,3,0,3,0.0,1.33,5.33,5.67,1.31,121.33,3.42,9.7,272.0,77.8,14.8,18.2,3
2015,spring,playoffs,Gravity,bunny fufuu,Michael Kurylo,5,4,1,3,25.0,0.25,3.5,5.75,1.71,19.25,0.61,6.6,209.0,64.9,2.7,13.2,3
2015,spring,playoffs,Gravity,cop,David Roberson,5,4,1,3,25.0,3.0,3.0,3.75,2.25,277.5,8.84,12.2,388.0,73.0,32.4,24.4,4
2015,spring,playoffs,Gravity,hauntzer,Kevin Yarnell,5,4,1,3,25.0,1.5,4.0,4.5,1.5,209.25,6.66,10.2,323.0,64.9,16.2,20.4,3
2015,spring,playoffs,Gravity,saintvicious,Brandon DiMarco,5,4,1,3,25.0,2.0,3.5,5.25,2.07,124.0,3.95,10.1,322.0,78.4,21.6,20.3,2
2015,spring,playoffs,Team Impulse,adrian,Adrian Ma,4,13,6,7,46.2,0.69,2.62,7.46,3.12,35.77,1.03,7.7,222.0,65.0,5.5,13.5,5
2015,spring,playoffs,Team Impulse,apollo,Apollo Price,4,13,6,7,46.2,3.23,2.38,5.54,3.68,280.15,8.09,12.8,369.0,69.9,25.8,22.5,6
2015,spring,playoffs,Team Impulse,impact,Jung Eon-yeong (정언영),4,13,6,7,46.2,2.69,2.54,5.62,3.27,265.15,7.66,12.3,356.0,66.3,21.5,21.6,6
2015,spring,playoffs,Team Impulse,rush,Lee Yoon-jae (이윤재),4,13,6,7,46.2,2.46,2.69,7.38,3.66,104.08,3.01,10.4,300.0,78.5,19.6,18.2,6
2015,spring,playoffs,Team Impulse,xiaoweixiao,Yu Xian (余显),4,13,6,7,46.2,3.46,2.46,4.92,3.41,325.54,9.4,13.7,396.0,66.9,27.6,24.1,10
2015,spring,playoffs,Team Liquid,fenix,Kim Jae-hun (김재훈),3,13,8,5,61.5,4.08,1.85,6.77,5.88,306.62,8.36,13.8,376.0,71.6,26.9,22.9,8
2015,spring,playoffs,Team Liquid,iwilldominate,Christian Rivera,3,13,8,5,61.5,2.23,2.77,8.85,4.0,128.85,3.51,11.7,318.0,73.1,14.7,19.3,4
2015,spring,playoffs,Team Liquid,quas,Diego Ruiz,3,13,8,5,61.5,3.38,1.85,7.31,5.79,240.08,6.54,12.3,335.0,70.6,22.3,20.4,6
2015,spring,playoffs,Team Liquid,xpecial,Alex Chu (朱啓恩),3,13,8,5,61.5,0.85,2.62,10.31,4.26,28.62,0.78,8.4,229.0,73.6,5.6,13.9,4
2015,spring,playoffs,Team SoloMid,bjergsen,Søren Bjerg,1,8,6,2,75.0,5.38,1.38,5.38,7.82,288.88,8.21,13.8,391.0,72.3,36.1,23.0,5
2015,spring,playoffs,Team SoloMid,dyrus,Marcus Hill,1,8,6,2,75.0,1.13,2.0,8.75,4.94,210.13,5.97,11.3,320.0,66.4,7.6,18.8,3
2015,spring,playoffs,Team SoloMid,lustboy,Ham Jang-sik (함장식),1,8,6,2,75.0,0.88,1.88,9.88,5.73,24.13,0.69,8.5,243.0,72.3,5.9,14.3,5
2015,spring,playoffs,Team SoloMid,santorin,Lucas Tao Kilmer Larsen,1,8,6,2,75.0,1.38,0.75,10.0,15.17,141.63,4.02,11.8,337.0,76.5,9.2,19.8,4
2015,summer,regular season,Cloud9,balis,An Van Le,7,19,7,12,36.8,2.16,3.53,6.58,2.48,224.11,6.09,11.4,310.0,71.9,17.7,19.5,5
2015,summer,regular season,Cloud9,jensen,Nicolaj Jensen,7,19,7,12,36.8,3.42,2.58,5.05,3.29,318.16,8.64,13.6,370.0,69.7,28.1,23.2,9
2015,summer,regular season,Cloud9,lemonnation,Daerek Hart,7,19,7,12,36.8,0.63,3.53,8.47,2.58,29.47,0.8,8.3,224.0,74.9,5.2,14.1,6
2015,summer,regular season,Cloud9,sneaky,Zachary Scuderi,7,19,7,12,36.8,4.21,2.37,5.0,3.89,315.47,8.57,14.2,385.0,75.8,34.6,24.1,9
2015,summer,regular season,Cloud9,meteos,William Hartman,7,10,3,7,30.0,1.1,2.5,6.5,3.04,127.0,3.42,10.6,285.0,72.4,10.5,18.8,7
2015,summer,regular season,Cloud9,hai,Hai Du Lam,7,9,4,5,44.4,2.44,2.67,6.33,3.29,143.11,3.93,12.0,330.0,62.7,17.5,19.6,6
2015,summer,regular season,CLG,aphromoo,Zaqueri Black,1,19,13,6,68.4,1.0,2.89,11.84,4.44,29.42,0.8,9.0,243.0,78.5,6.1,14.3,6
2015,summer,regular season,CLG,darshan,Darshan Upadhyaya,1,19,13,6,68.4,3.84,2.53,6.68,4.17,233.37,6.31,12.5,337.0,64.3,23.5,19.9,7
2015,summer,regular season,CLG,doublelift,"Yiliang ""Peter"" Peng",1,19,13,6,68.4,6.16,2.58,6.84,5.04,335.42,9.06,16.3,440.0,79.4,37.6,25.9,6
2015,summer,regular season,CLG,xmithie,Jake Kevin Puchero,1,19,13,6,68.4,1.58,2.21,9.16,4.86,124.21,3.36,11.5,310.0,65.6,9.6,18.3,7
2015,summer,regular season,Enemy,aetheres,Cuong Ta,7,18,4,14,22.2,2.06,5.0,4.5,1.31,221.5,5.88,11.2,298.0,61.5,19.3,19.8,9
2015,summer,regular season,Enemy,bodydrop,Adam Krauthaker,7,18,4,14,22.2,0.61,4.17,6.61,1.73,23.28,0.62,7.9,209.0,67.7,5.7,14.0,8
2015,summer,regular season,Enemy,innox,Tyson Kapler,7,18,4,14,22.2,3.0,2.56,4.33,2.87,306.22,8.13,13.4,355.0,68.8,28.1,23.7,12
2015,summer,regular season,Enemy,kold,Jonas Andersen,7,18,4,14,22.2,1.61,2.33,6.67,3.55,111.28,2.95,10.6,280.0,77.6,15.1,18.7,7
2015,summer,regular season,Enemy,otter,Brian Thomas,7,18,4,14,22.2,3.39,2.94,3.94,2.49,306.94,8.15,13.6,360.0,68.8,31.8,24.0,6
2015,summer,regular season,Gravity,altec,Johnny Ru,5,19,12,7,63.2,4.74,1.95,5.47,5.24,370.84,9.56,16.6,427.0,70.8,32.8,25.9,5
2015,summer,regular season,Gravity,bunny fufuu,Michael Kurylo,5,19,12,7,63.2,0.53,2.79,10.53,3.96,31.21,0.8,8.8,228.0,76.6,3.6,13.8,6
2015,summer,regular season,Gravity,hauntzer,Kevin Yarnell,5,19,12,7,63.2,3.84,2.63,6.53,3.94,261.42,6.74,13.3,343.0,71.9,26.6,20.8,8
2015,summer,regular season,Gravity,move,Kang Min-su (강민수),5,19,12,7,63.2,2.26,3.32,7.95,3.08,112.53,2.9,11.3,292.0,70.8,15.7,17.7,10
2015,summer,regular season,Team 8,calitrlolz,Steven Kim,7,19,6,13,31.6,2.21,3.42,5.47,2.25,245.53,6.17,12.4,312.0,67.3,19.4,20.4,8
2015,summer,regular season,Team 8,dodo,Kang Jun-hyeok (강준혁),7,19,6,13,31.6,1.11,4.32,7.74,2.05,42.26,1.06,8.7,220.0,77.4,9.7,14.3,7
2015,summer,regular season,Team 8,porpoise,Braeden Schwark,7,19,6,13,31.6,1.05,2.89,7.89,3.09,112.79,2.84,10.8,271.0,78.3,9.2,17.7,7
2015,summer,regular season,Team 8,nien,Zachary Malhas,7,17,6,11,35.3,4.41,2.82,4.94,3.31,334.18,8.33,15.2,380.0,82.0,38.7,24.7,6
2015,summer,regular season,Team 8,slooshi,Andrew Pham,7,6,1,5,16.7,2.83,4.33,3.67,1.5,311.83,8.36,13.2,353.0,62.9,27.4,23.8,3
2015,summer,regular season,Team 8,maplestreet,Ainslie Wyllie,7,2,0,2,0.0,2.0,4.0,6.0,2.0,265.0,7.16,12.0,324.0,69.6,17.4,21.8,2
2015,summer,regular season,Team Dignitas,corejj,Jo Yong-in (조용인),5,18,10,8,55.6,3.61,2.0,6.17,4.89,296.67,7.94,13.9,372.0,75.9,28.0,23.6,7
2015,summer,regular season,Team Dignitas,gamsu,Noh Yeong-jin (노영진),5,18,10,8,55.6,3.0,2.28,6.33,4.1,255.0,6.82,12.7,340.0,72.4,23.3,21.6,8
2015,summer,regular season,Team Dignitas,kiwikid,Alan Nguyen,5,18,10,8,55.6,0.89,3.17,8.22,2.88,28.56,0.76,8.2,218.0,70.7,6.9,13.9,6
2015,summer,regular season,Team Dignitas,shiphtur,Danny Le,5,18,10,8,55.6,3.5,2.0,5.06,4.28,312.0,8.35,14.1,376.0,66.4,27.2,23.8,10
2015,summer,regular season,Team Dignitas,helios,Shin Dong-jin (신동진),5,14,7,7,50.0,1.5,3.14,6.5,2.55,98.57,2.69,10.1,276.0,65.5,12.3,17.8,5
2015,summer,regular season,Team Dignitas,azingy,Andrew Zamarripa,5,4,3,1,75.0,3.25,1.5,7.25,7.0,105.5,2.65,11.8,295.0,68.9,21.3,17.9,2
2015,summer,regular season,Team Dragon Knights,kez,Kevin Jeon (전재형),7,18,3,15,16.7,1.78,3.56,7.17,2.52,128.94,3.06,11.8,281.0,68.5,13.6,18.2,8
2015,summer,regular season,Team Dragon Knights,seraph,Shin Woo-yeong (신우영),7,18,3,15,16.7,3.11,3.83,5.11,2.14,288.0,6.83,13.8,328.0,63.0,23.8,21.2,9
2015,summer,regular season,Team Dragon Knights,smoothie,Andy Ta,7,15,3,12,20.0,0.6,4.33,9.4,2.31,33.07,0.79,8.7,210.0,71.8,4.3,13.5,7
2015,summer,regular season,Team Dragon Knights,emperor,Kim Jin-hyun (김진현),7,9,3,6,33.3,5.11,3.11,5.44,3.39,349.67,8.45,16.2,392.0,67.9,32.9,24.3,5
2015,summer,regular season,Team Dragon Knights,ninja,Noh Geon-woo (노건우),7,9,3,6,33.3,5.44,3.22,5.44,3.38,363.89,8.79,16.3,395.0,70.0,35.0,24.5,8
2015,summer,regular season,Team Dragon Knights,lattman,James Lattman,7,9,0,9,0.0,2.22,4.22,5.67,1.87,346.33,8.06,14.9,346.0,74.7,21.1,23.5,4
2015,summer,regular season,Team Dragon Knights,bischu,Aaron Kim (김형석),7,6,0,6,0.0,1.5,4.33,5.17,1.54,333.5,7.69,14.2,327.0,72.7,16.4,22.2,5
2015,summer,regular season,Team Dragon Knights,big,Terry Chuong,7,3,0,3,0.0,0.67,4.67,3.0,0.79,36.33,0.81,8.3,185.0,42.3,7.7,12.4,2
2015,summer,regular season,Team Dragon Knights,mancloud,Zachary Allan Hoschar,7,3,0,3,0.0,4.0,3.67,5.67,2.64,321.0,7.6,14.7,347.0,72.5,30.0,23.4,1
2015,summer,regular season,Team Impulse,apollo,Apollo Price,4,19,13,6,68.4,4.84,1.84,8.58,7.29,302.21,8.14,14.9,401.0,74.8,27.0,22.8,5
2015,summer,regular season,Team Impulse,impact,Jung Eon-yeong (정언영),4,19,13,6,68.4,3.79,2.42,9.37,5.43,231.16,6.23,12.9,347.0,73.3,21.1,19.7,9
2015,summer,regular season,Team Impulse,rush,Lee Yoon-jae (이윤재),4,19,13,6,68.4,3.95,2.95,10.0,4.73,128.74,3.47,12.7,343.0,77.7,22.0,19.5,7
2015,summer,regular season,Team Impulse,adrian,Adrian Ma,4,18,12,6,66.7,1.0,2.56,13.28,5.59,32.83,0.88,9.6,257.0,80.8,5.7,14.7,6
2015,summer,regular season,Team Impulse,xiaoweixiao,Yu Xian (余显),4,16,11,5,68.8,3.94,2.0,7.88,5.91,341.13,9.36,15.0,412.0,70.3,23.4,23.7,10
2015,summer,regular season,Team Impulse,gate,"Yu ""Austin"" Jia-Jun",4,4,3,1,75.0,5.25,3.25,10.25,4.77,281.0,7.11,15.5,392.0,65.3,22.1,21.1,4
2015,summer,regular season,Team Liquid,fenix,Kim Jae-hun (김재훈),3,19,14,5,73.7,4.89,2.26,6.95,5.23,354.63,8.85,15.9,398.0,73.1,30.2,23.6,8
2015,summer,regular season,Team Liquid,iwilldominate,Christian Rivera,3,19,14,5,73.7,2.37,2.21,10.0,5.6,128.74,3.21,12.7,317.0,76.3,14.6,18.8,6
2015,summer,regular season,Team Liquid,quas,Diego Ruiz,3,19,14,5,73.7,3.26,2.53,8.79,4.77,234.05,5.84,13.1,326.0,74.4,20.1,19.3,7
2015,summer,regular season,Team Liquid,xpecial,Alex Chu (朱啓恩),3,19,14,5,73.7,0.68,2.42,11.84,5.17,28.32,0.71,9.6,239.0,77.3,4.2,14.2,5
2015,summer,regular season,Team SoloMid,bjergsen,Søren Bjerg,2,18,11,7,61.1,5.94,2.39,4.33,4.3,366.11,8.63,16.9,398.0,74.9,43.3,24.5,8
2015,summer,regular season,Team SoloMid,dyrus,Marcus Hill,2,18,11,7,61.1,2.11,2.17,6.89,4.15,268.0,6.32,13.6,321.0,65.6,15.4,19.8,6
2015,summer,regular season,Team SoloMid,lustboy,Ham Jang-sik (함장식),2,18,11,7,61.1,0.72,2.72,9.22,3.65,31.78,0.75,9.7,229.0,72.5,5.3,14.1,6
2015,summer,regular season,Team SoloMid,santorin,Lucas Tao Kilmer Larsen,2,18,11,7,61.1,1.39,1.17,9.17,9.05,137.83,3.25,12.6,296.0,76.9,10.1,18.2,5
2015,summer,regular season,Team SoloMid,keith,Yuri Jew,2,1,1,0,100.0,4.0,3.0,13.0,5.67,454.0,8.33,21.0,385.0,85.0,20.0,23.0,1
2015,summer,playoffs,CLG,aphromoo,Zaqueri Black,1,6,6,0,100.0,0.5,2.67,15.5,6.0,34.5,0.96,9.3,258.0,80.0,2.5,14.4,4
2015,summer,playoffs,CLG,darshan,Darshan Upadhyaya,1,6,6,0,100.0,3.5,1.67,9.33,7.7,248.83,6.95,13.1,366.0,64.2,17.5,20.4,3
2015,summer,playoffs,CLG,doublelift,"Yiliang ""Peter"" Peng",1,6,6,0,100.0,7.17,2.0,9.33,8.25,302.17,8.44,16.2,452.0,82.5,35.8,25.2,3
2015,summer,playoffs,CLG,xmithie,Jake Kevin Puchero,1,6,6,0,100.0,2.83,2.0,12.83,7.83,99.33,2.77,11.3,314.0,78.3,14.2,17.5,2
2015,summer,playoffs,Gravity,altec,Johnny Ru,5,4,1,3,25.0,3.0,1.25,3.25,5.0,317.0,8.57,13.7,369.0,83.3,40.0,24.7,2
2015,summer,playoffs,Gravity,bunny fufuu,Michael Kurylo,5,4,1,3,25.0,0.5,2.0,5.0,2.75,28.25,0.76,7.3,199.0,73.3,6.7,13.3,4
2015,summer,playoffs,Gravity,hauntzer,Kevin Yarnell,5,4,1,3,25.0,1.0,2.0,5.5,3.25,262.25,7.09,11.9,323.0,86.7,13.3,21.6,2
2015,summer,playoffs,Gravity,move,Kang Min-su (강민수),5,4,1,3,25.0,1.25,3.5,4.0,1.5,90.5,2.45,9.2,249.0,70.0,16.7,16.7,2
2015,summer,playoffs,Team Dignitas,corejj,Jo Yong-in (조용인),5,3,0,3,0.0,4.67,3.0,2.33,2.33,322.0,8.34,14.2,367.0,72.4,48.3,24.2,3
2015,summer,playoffs,Team Dignitas,gamsu,Noh Yeong-jin (노영진),5,3,0,3,0.0,1.33,2.0,4.33,2.83,305.0,7.9,13.4,348.0,58.6,13.8,22.9,2
2015,summer,playoffs,Team Dignitas,helios,Shin Dong-jin (신동진),5,3,0,3,0.0,1.0,2.0,6.0,3.5,123.67,3.2,10.6,274.0,72.4,10.3,18.0,3
2015,summer,playoffs,Team Dignitas,kiwikid,Alan Nguyen,5,3,0,3,0.0,0.0,4.0,5.33,1.33,28.67,0.74,7.0,181.0,55.2,0.0,11.9,3
2015,summer,playoffs,Team Dignitas,shiphtur,Danny Le,5,3,0,3,0.0,2.67,2.67,4.33,2.63,329.33,8.53,13.5,349.0,72.4,27.6,23.0,3
2015,summer,playoffs,Team Impulse,adrian,Adrian Ma,4,10,4,6,40.0,0.3,2.4,8.5,3.67,42.3,1.13,8.4,225.0,75.9,2.6,13.9,5
2015,summer,playoffs,Team Impulse,apollo,Apollo Price,4,10,4,6,40.0,3.5,2.7,4.7,3.04,303.4,8.12,13.7,367.0,70.7,30.2,22.8,4
2015,summer,playoffs,Team Impulse,gate,"Yu ""Austin"" Jia-Jun",4,10,4,6,40.0,2.9,2.1,4.5,3.52,318.2,8.52,13.6,363.0,63.8,25.0,22.5,5
2015,summer,playoffs,Team Impulse,impact,Jung Eon-yeong (정언영),4,10,4,6,40.0,1.2,2.4,7.3,3.54,280.0,7.49,12.6,337.0,73.3,10.3,20.9,4
2015,summer,playoffs,Team Impulse,rush,Lee Yoon-jae (이윤재),4,10,4,6,40.0,3.7,2.6,5.7,3.62,132.2,3.54,12.0,322.0,81.0,31.9,20.0,3
2015,summer,playoffs,Team Liquid,fenix,Kim Jae-hun (김재훈),3,8,4,4,50.0,3.38,1.88,5.63,4.8,406.63,9.64,16.2,384.0,81.8,30.7,24.7,4
2015,summer,playoffs,Team Liquid,iwilldominate,Christian Rivera,3,8,4,4,50.0,2.13,2.38,6.25,3.53,123.63,2.93,11.9,281.0,76.1,19.3,18.1,2
2015,summer,playoffs,Team Liquid,quas,Diego Ruiz,3,8,4,4,50.0,1.13,2.88,7.5,3.0,263.0,6.24,12.8,303.0,78.4,10.2,19.5,5
2015,summer,playoffs,Team Liquid,xpecial,Alex Chu (朱啓恩),3,8,4,4,50.0,0.63,3.38,8.13,2.59,36.38,0.86,8.8,208.0,79.5,5.7,13.4,4
2015,summer,playoffs,Team SoloMid,bjergsen,Søren Bjerg,2,11,6,5,54.5,2.91,2.27,7.27,4.48,345.18,8.58,15.0,374.0,87.5,25.0,23.5,5
2015,summer,playoffs,Team SoloMid,dyrus,Marcus Hill,2,11,6,5,54.5,2.18,2.91,5.91,2.78,269.27,6.7,13.0,323.0,69.5,18.8,20.3,4
2015,summer,playoffs,Team SoloMid,lustboy,Ham Jang-sik (함장식),2,11,6,5,54.5,0.36,3.09,7.55,2.56,27.09,0.67,8.6,214.0,68.0,3.1,13.5,4
2015,summer,playoffs,Team SoloMid,santorin,Lucas Tao Kilmer Larsen,2,11,6,5,54.5,1.73,2.45,6.91,3.52,129.73,3.23,11.8,294.0,74.2,14.8,18.5,5
2016,spring,regular season,Cloud9,balis,An Van Le,5,18,12,6,66.7,2.22,2.39,5.39,3.19,241.83,7.27,12.8,384.0,53.9,15.7,20.6,11
2016,spring,regular season,Cloud9,jensen,Nicolaj Jensen,5,18,12,6,66.7,4.5,2.28,5.39,4.34,289.83,8.71,14.0,421.0,70.1,31.9,22.6,10
2016,spring,regular season,Cloud9,rush,Lee Yoon-jae (이윤재),5,18,12,6,66.7,2.5,2.11,7.5,4.74,134.61,4.05,12.0,360.0,70.9,17.7,19.4,6
2016,spring,regular season,Cloud9,sneaky,Zachary Scuderi,5,18,12,6,66.7,4.44,2.39,5.28,4.07,276.56,8.31,13.8,414.0,68.9,31.5,22.3,7
2016,spring,regular season,Cloud9,hai,Hai Du Lam,5,16,12,4,75.0,0.5,2.69,10.81,4.21,27.44,0.82,9.6,287.0,74.8,3.3,15.2,4
